INDEX,SPMCODE,Collector_no,Alt_Coll_No,TAXA-Current_determination,Collection_date,Collectors,OWNER,Country,State_Province_Region_territory,substate,substateRank,Site,Protected,habitat,associates,DBH-cm,Height-m,plantAttributesOther,Determination_HIST_PIPED,Determined_by,Determined_date,determination_reasoning_notes,sourceInstitution,livingCollectionsNumber,OrigSourceInfo,Original Source- Cultivated,latitude.orig,longitude.orig,Elevation-USETHIS,coordinatesSource,photos,Collecting_Extracting_notes,Project,DNA_location,voucher1,voucher2,voucher3,otherVouchers,MOR_Acc_Num,SPM_voucher,Voucher_Notes,Mira used for:,Wild_Arb_GH_Collected,latitude_georef,longitude_georef,Georeference_source,country-georef,state_province_georef,County_georef,City_georef,HYB-SEQ-EXTRACT,Hyb-SEQ subproject,HYB-SEQ Sequenced On,Hyb-SEQ_filename1,Hyb-SEQ_filename2,HYB-SEQ notes,HYB-SEQ_BioProject,Hyb-SEQ-SRA_library_ID,SRA_biosample_accession,HYB-SEQ SRA_title_correct_LOCALITY_INFO,Lookup-SUBGENUS-by-CurrentTAXA,LOOKUP-section-by-currentTAXA,Lookup-CLADE0by-CurrentTAXA,GABE-TEMP
1359,QUE001359,IL-PPWS-NS7,,Quercus bicolor,,Nick Steichmann,HIPP,USA,IL,Kane,County,"Aurora, Prairie Path Woodland Swamp, E. edge of prairie.",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180529,MOR<USA-IL>: Steichmann IL-PPWS-NS7,,,wild,41.78847,-88.271648,Google Maps to Priarie Path Woodland Swamp,USA,Illinois,,,OAK-MOR-000764,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000764_S243_L007_R1_001.fastq.gz,OAK-MOR-000764_S243_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE001359
1360,QUE001360,IL-PPWS-NS8,,Quercus bicolor,,Nick Steichmann,HIPP,USA,IL,Kane,County,"Aurora, Prairie Path Woodland Swamp, E. off of trail 1/2 mile N.",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180530,MOR<USA-IL>: Steichmann IL-PPWS-NS8,,,wild,41.78847,-88.271648,Google Maps to Priarie Path Woodland Swamp,USA,Illinois,,,OAK-MOR-000765,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000765_S260_L007_R1_001.fastq.gz,OAK-MOR-000765_S260_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE001360
1361,QUE001361,IL-PPWS-NS9,,Quercus macrocarpa,,Nick Steichmann,HIPP,USA,IL,Kane,County,"Aurora, Prairie Path Woodland Swamp, 200 m N. on trail.",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180527,MOR<USA-IL>: Steichmann IL-PPWS-NS9,,,wild,41.78847,-88.271648,Google Maps to Priarie Path Woodland Swamp,USA,Illinois,,,OAK-MOR-000766,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000766_S230_L007_R1_001.fastq.gz,OAK-MOR-000766_S230_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois,subg. Quercus,Quercus,Prinoideae,QUE001361
1362,QUE001362,WI-PINERIVER-NS1,WI-PR-NS1,Quercus bicolor,7/27/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Dry river bed, 200 m E. of Ct. road TB",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180746,MOR<USA-IL>: Steichmann WI-PINERIVER-NS1,,,wild,43.239655,-90.305539,Google Maps: Pine River Trail in similar area of Henpeck Ln mentioned in other collections. Off trail closer to roat TB,USA,Wisconsin,,,OAK-MOR-000767,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000767_S211_L007_R1_001.fastq.gz,OAK-MOR-000767_S211_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001362
1363,QUE001363,WI-PINERIVER-NS2,WIPINERIVERNS2,Quercus bicolor,7/27/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Dry river bed, 400 m E. of Ct. road TB",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180731,MOR<USA-IL>: Steichmann WI-PINERIVER-NS2,,,wild,43.239655,-90.305539,Google Maps: Pine River Trail in similar area of Henpeck Ln mentioned in other collections. Off trail closer to roat TB,USA,Wisconsin,,,OAK-MOR-000768,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000768_S235_L007_R1_001.fastq.gz,OAK-MOR-000768_S235_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001363
1364,QUE001364,WI-PINERIVER-NS3,WIPINERIVERNS3,Quercus bicolor,7/27/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, 1/2 mile E. of southernmost barn on Ct. Road TB",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180739,MOR<USA-IL>: Steichmann WI-PINERIVER-NS3,,,wild,43.239655,-90.305539,Google Maps: Pine River Trail in similar area of Henpeck Ln mentioned in other collections. Off trail closer to roat TB,USA,Wisconsin,,,OAK-MOR-000769,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000769_S206_L007_R1_001.fastq.gz,OAK-MOR-000769_S206_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001364
1365,QUE001365,WI-PINERIVER-NS4,WIPINERIVERNS4,Quercus bicolor,7/27/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Dry river bed, 600 m E. of Ct. road TB",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180738,MOR<USA-IL>: Steichmann WI-PINERIVER-NS4,,,wild,43.239655,-90.305539,Google Maps: Pine River Trail in similar area of Henpeck Ln mentioned in other collections. Off trail closer to roat TB,USA,Wisconsin,,,OAK-MOR-000770,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000770_S213_L007_R1_001.fastq.gz,OAK-MOR-000770_S213_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001365
1366,QUE001366,WI-PINERIVER-NS6,WIPINERIVERNS6,Quercus bicolor,7/28/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, S. of Ct. road TB W. of bridge",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180734,MOR<USA-IL>: Steichmann WI-PINERIVER-NS6,,,wild,43.239655,-90.305539,Google Maps: Pine River Trail in similar area of Henpeck Ln mentioned in other collections. Off trail closer to roat TB,USA,Wisconsin,,,OAK-MOR-000772,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000772_S200_L007_R1_001.fastq.gz,OAK-MOR-000772_S200_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001366
1367,QUE001367,WI-PINERIVER-NS7,WIPINERIVER-NS7,Quercus bicolor,7/28/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, 300 m S. of Ct. road TB W. of bridge",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180733,MOR<USA-IL>: Steichmann WI-PINERIVER-NS7,,,wild,43.239655,-90.305539,Google Maps: Pine River Trail in similar area of Henpeck Ln mentioned in other collections. Off trail closer to roat TB,USA,Wisconsin,,,OAK-MOR-000773,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000773_S241_L007_R1_001.fastq.gz,OAK-MOR-000773_S241_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001367
1368,QUE001368,WI-PINERIVER-NS8,WI-PR-NS8,Quercus bicolor,7/28/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, 800 m S. of Ct. road TB W. of bridge",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180742,MOR<USA-IL>: Steichmann WI-PINERIVER-NS8,,,wild,43.239655,-90.305539,Google Maps: Pine River Trail in similar area of Henpeck Ln mentioned in other collections. Off trail closer to roat TB,USA,Wisconsin,,,OAK-MOR-000774,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000774_S208_L007_R1_001.fastq.gz,OAK-MOR-000774_S208_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001368
1369,QUE001369,WI-PINERIVER-NS9,WI-PR-NS9,Quercus macrocarpa,7/28/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, E. Clearing on Pine River Trail S. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180743,MOR<USA-IL>: Steichmann WI-PINERIVER-NS9,,,wild,43.240287,-90.302314,Google Maps: Picked area south of Henpeck Ln along Pine River trail.,USA,Wisconsin,,,OAK-MOR-000775,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000775_S189_L007_R1_001.fastq.gz,OAK-MOR-000775_S189_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001369
1370,QUE001370,WI-PINERIVER-NS10,WI-PR-NS10,Quercus macrocarpa,7/28/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail S. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180737,MOR<USA-IL>: Steichmann WI-PINERIVER-NS10,,,wild,43.240287,-90.302314,Google Maps: Picked area south of Henpeck Ln along Pine River trail.,USA,Wisconsin,,,OAK-MOR-000776,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000776_S197_L007_R1_001.fastq.gz,OAK-MOR-000776_S197_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001370
1371,QUE001371,WI-PINERIVER-NS11,WI-PR-NS11,Quercus macrocarpa,7/28/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail S. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180736,MOR<USA-IL>: Steichmann WI-PINERIVER-NS11,,,wild,43.240287,-90.302314,Google Maps: Picked area south of Henpeck Ln along Pine River trail.,USA,Wisconsin,,,OAK-MOR-000777,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000777_S254_L007_R1_001.fastq.gz,OAK-MOR-000777_S254_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001371
1372,QUE001372,WI-PINERIVER-NS12,WI-PR-NS12,Quercus macrocarpa,7/28/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180730,MOR<USA-IL>: Steichmann WI-PINERIVER-NS12,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000778,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000778_S286_L007_R1_001.fastq.gz,OAK-MOR-000778_S286_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001372
1373,QUE001373,WI-PINERIVER-NS13,WI-PR-NS13,Quercus bicolor,7/28/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.|Quercus bicolor,Hipp,3/9/21,molecularDet,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180745,MOR<USA-IL>: Steichmann WI-PINERIVER-NS13,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000779,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000779_S195_L007_R1_001.fastq.gz,OAK-MOR-000779_S195_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001373
1374,QUE001374,WI-PINERIVER-NS14,WI-PR-NS14,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.|Quercus bicolor,Hipp,3/9/21,molecularDet,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180744,MOR<USA-IL>: Steichmann WI-PINERIVER-NS14,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000780,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000780_S204_L007_R1_001.fastq.gz,OAK-MOR-000780_S204_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001374
1375,QUE001375,WI-PINERIVER-NS15,WI-PR-NS15,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail S. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.|Quercus bicolor,Hipp,3/9/21,molecularDet,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180718,MOR<USA-IL>: Steichmann WI-PINERIVER-NS15,,,wild,43.240287,-90.302314,Google Maps: Picked area south of Henpeck Ln along Pine River trail.,USA,Wisconsin,,,OAK-MOR-000781,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000781_S218_L007_R1_001.fastq.gz,OAK-MOR-000781_S218_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001375
1376,QUE001376,WI-PINERIVER-NS16,WI-PR-NS16,Quercus macrocarpa,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail S. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180719,MOR<USA-IL>: Steichmann WI-PINERIVER-NS16,,,wild,43.240287,-90.302314,Google Maps: Picked area south of Henpeck Ln along Pine River trail.,USA,Wisconsin,,,OAK-MOR-000782,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000782_S223_L007_R1_001.fastq.gz,OAK-MOR-000782_S223_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001376
1377,QUE001377,WI-PINERIVER-NS17,WI-PR-NS17,Quercus macrocarpa,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180720,MOR<USA-IL>: Steichmann WI-PINERIVER-NS17,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000783,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000783_S190_L007_R1_001.fastq.gz,OAK-MOR-000783_S190_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001377
1378,QUE001378,WI-PINERIVER-NS18,WI-PINE-NS18,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln",,,,,,,Quercus macrocarpa Michx.|Quercus bicolor,Hipp,3/9/21,molecularDet,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,182138,MOR<USA-IL>: Steichmann WI-PINERIVER-NS18,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000784,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000784_S198_L007_R1_001.fastq.gz,OAK-MOR-000784_S198_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001378
1379,QUE001379,WI-PINERIVER-NS19,WI-PR-NS19,Quercus macrocarpa,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Off Pine River Trail through red E. Gate",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180721,MOR<USA-IL>: Steichmann WI-PINERIVER-NS19,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000785,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000785_S233_L007_R1_001.fastq.gz,OAK-MOR-000785_S233_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001379
1380,QUE001380,WI-PINERIVER-NS20,WIPINERIVERNS20,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Off Pine River Trail through red E. Gate",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180722,MOR<USA-IL>: Steichmann WI-PINERIVER-NS20,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000786,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000786_S219_L007_R1_001.fastq.gz,OAK-MOR-000786_S219_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001380
1381,QUE001381,WI-PINERIVER-NS21,WIPINERIVERNS21,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Off Pine River Trail through red E. Gate",,,,,,,Quercus macrocarpa Michx.|Quercus bicolor,Hipp,3/9/21,molecularDet,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180723,MOR<USA-IL>: Steichmann WI-PINERIVER-NS21,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000787,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000787_S205_L007_R1_001.fastq.gz,OAK-MOR-000787_S205_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001381
1382,QUE001382,WI-PINERIVER-NS22,WI-PR-NS22,Quercus macrocarpa,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Off Pine River Trail through red E. Gate",,,,,,,Quercus macrocarpa Michx.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180724,MOR<USA-IL>: Steichmann WI-PINERIVER-NS22,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000788,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000788_S215_L007_R1_001.fastq.gz,OAK-MOR-000788_S215_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001382
1383,QUE001383,WI-PINERIVER-NS23,WI-PR-NS23,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Off Pine River Trail through red E. Gate",,,,,,,Quercus macrocarpa Michx.|Quercus bicolor,Hipp,3/9/21,molecularDet,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180717,MOR<USA-IL>: Steichmann WI-PINERIVER-NS23,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000789,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000789_S187_L007_R1_001.fastq.gz,OAK-MOR-000789_S187_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001383
1384,QUE001384,WI-PINERIVER-NS24,WIPINERIVERNS24,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln.",,,,,,,Quercus macrocarpa Michx.|Quercus bicolor,Hipp,3/9/21,molecularDet,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180725,MOR<USA-IL>: Steichmann WI-PINERIVER-NS24,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000790,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000790_S207_L007_R1_001.fastq.gz,OAK-MOR-000790_S207_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001384
1385,QUE001385,WI-PINERIVER-NS25,WIPINERIVERNS25,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180726,MOR<USA-IL>: Steichmann WI-PINERIVER-NS25,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000791,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000791_S188_L007_R1_001.fastq.gz,OAK-MOR-000791_S188_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001385
1386,QUE001386,WI-PINERIVER-NS26,WIPINERIVERNS26,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln.",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180727,MOR<USA-IL>: Steichmann WI-PINERIVER-NS26,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000792,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000792_S266_L007_R1_001.fastq.gz,OAK-MOR-000792_S266_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001386
1387,QUE001387,WI-PINERIVER-NS27,WIPINERIVERNS27,Quercus bicolor,7/29/15,Nick Steichmann,HIPP,USA,WI,Richland,County,"Gotham, Pine River, Along Pine River Trail N. of Henpeck Ln",,,,,,,Quercus bicolor Willd.,,,,,,,,,,,,,,hybridization across Burr Oak Range,MOR,The Morton Arboretum (MOR),,,,180728,MOR<USA-IL>: Steichmann WI-PINERIVER-NS27,,,wild,43.264793,-90.303891,"Google Maps: Picked wooded area along Pine River Trail, North of Henpeck Ln. (~1.3 mi N of Henpeck Ln) Although according to Google this is Lone Rock, WI",USA,Wisconsin,,,OAK-MOR-000793,Hyb-SEQ-macrocarpa,Illumina HiSeq 4000,OAK-MOR-000793_S201_L007_R1_001.fastq.gz,OAK-MOR-000793_S201_L007_R2_001.fastq.gz,,,,,HybSeq using Quercus custom baits of Quercus bicolor from USA:Wisconsin,subg. Quercus,Quercus,Prinoideae,QUE001387
