sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
15-042-5	OAK-MOR-001073	HybSeq using Quercus custom baits of Quercus stellata from USA:Mississippi:Scott County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001073_S315_L007_R1_001.fastq.gz	OAK-MOR-001073_S315_L007_R2_001.fastq.gz				
15-042-8	OAK-MOR-001074	HybSeq using Quercus custom baits of Quercus stellata from USA:Mississippi:Scott County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001074_S319_L007_R1_001.fastq.gz	OAK-MOR-001074_S319_L007_R2_001.fastq.gz				
15-042-11	OAK-MOR-001075	HybSeq using Quercus custom baits of Quercus stellata from USA:Mississippi:Scott County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001075_S318_L007_R1_001.fastq.gz	OAK-MOR-001075_S318_L007_R2_001.fastq.gz				
15-042-13	OAK-MOR-001076	HybSeq using Quercus custom baits of Quercus stellata from USA:Mississippi:Scott County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001076_S314_L007_R1_001.fastq.gz	OAK-MOR-001076_S314_L007_R2_001.fastq.gz				
15-042-14	OAK-MOR-001077	HybSeq using Quercus custom baits of Quercus stellata from USA:Mississippi:Scott County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001077_S313_L007_R1_001.fastq.gz	OAK-MOR-001077_S313_L007_R2_001.fastq.gz				
15-042-15	OAK-MOR-001078	HybSeq using Quercus custom baits of Quercus stellata from USA:Mississippi:Scott County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001078_S312_L007_R1_001.fastq.gz	OAK-MOR-001078_S312_L007_R2_001.fastq.gz				
15-042-16	OAK-MOR-001079	HybSeq using Quercus custom baits of Quercus stellata from USA:Mississippi:Scott County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001079_S309_L007_R1_001.fastq.gz	OAK-MOR-001079_S309_L007_R2_001.fastq.gz				
15-042-17	OAK-MOR-001080	HybSeq using Quercus custom baits of Quercus stellata from USA:Mississippi:Scott County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001080_S316_L007_R1_001.fastq.gz	OAK-MOR-001080_S316_L007_R2_001.fastq.gz				
15-049	OAK-MOR-001081	HybSeq using Quercus custom baits of Quercus stellata from USA:Louisiana:Wynn Parish	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001081_S305_L007_R1_001.fastq.gz	OAK-MOR-001081_S305_L007_R2_001.fastq.gz				
15-074 Tree 1	OAK-MOR-000891	HybSeq using Quercus custom baits of Quercus stellata from USA:Texas:Bastrop County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-000891_S306_L007_R1_001.fastq.gz	OAK-MOR-000891_S306_L007_R2_001.fastq.gz				
15-074 Tree 9	OAK-MOR-001062	HybSeq using Quercus custom baits of Quercus stellata from USA:Texas:Bastrop County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001062_S317_L007_R1_001.fastq.gz	OAK-MOR-001062_S317_L007_R2_001.fastq.gz				
15-074 Tree 10	OAK-MOR-001063	HybSeq using Quercus custom baits of Quercus stellata from USA:Texas:Bastrop County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001063_S310_L007_R1_001.fastq.gz	OAK-MOR-001063_S310_L007_R2_001.fastq.gz				
15-090	OAK-MOR-001039	HybSeq using Quercus custom baits of Quercus alba from USA:Arkansas:Faulkner County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001039_S311_L007_R1_001.fastq.gz	OAK-MOR-001039_S311_L007_R2_001.fastq.gz				
IL-CS-NS1	OAK-MOR-000961	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-000961_S222_L007_R1_001.fastq.gz	OAK-MOR-000961_S222_L007_R2_001.fastq.gz				
IL-CS-NS2	OAK-MOR-000962	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-000962_S244_L007_R1_001.fastq.gz	OAK-MOR-000962_S244_L007_R2_001.fastq.gz				
IL-CS-NS3	OAK-MOR-000963	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-000963_S252_L007_R1_001.fastq.gz	OAK-MOR-000963_S252_L007_R2_001.fastq.gz				
IL-CS-NS4	OAK-MOR-000964	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-000964_S253_L007_R1_001.fastq.gz	OAK-MOR-000964_S253_L007_R2_001.fastq.gz				
IL-CS-NS5	OAK-MOR-000965	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-000965_S194_L007_R1_001.fastq.gz	OAK-MOR-000965_S194_L007_R2_001.fastq.gz				
IL-CS-NS6	OAK-MOR-000966	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-000966_S245_L007_R1_001.fastq.gz	OAK-MOR-000966_S245_L007_R2_001.fastq.gz				
IL-CS-NS7	OAK-MOR-000967	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-000967_S231_L007_R1_001.fastq.gz	OAK-MOR-000967_S231_L007_R2_001.fastq.gz				
IL-CS-NS8	OAK-MOR-001004	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001004_S192_L007_R1_001.fastq.gz	OAK-MOR-001004_S192_L007_R2_001.fastq.gz				
IL-CS-NS9	OAK-MOR-001005	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001005_S227_L007_R1_001.fastq.gz	OAK-MOR-001005_S227_L007_R2_001.fastq.gz				
IL-CS-NS10	OAK-MOR-001006	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001006_S225_L007_R1_001.fastq.gz	OAK-MOR-001006_S225_L007_R2_001.fastq.gz				
IL-CS-NS11	OAK-MOR-001007	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001007_S193_L007_R1_001.fastq.gz	OAK-MOR-001007_S193_L007_R2_001.fastq.gz				
IL-CS-NS12	OAK-MOR-001008	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001008_S242_L007_R1_001.fastq.gz	OAK-MOR-001008_S242_L007_R2_001.fastq.gz				
IL-CS-NS13	OAK-MOR-001009	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001009_S269_L007_R1_001.fastq.gz	OAK-MOR-001009_S269_L007_R2_001.fastq.gz				
IL-CS-NS14	OAK-MOR-001010	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001010_S226_L007_R1_001.fastq.gz	OAK-MOR-001010_S226_L007_R2_001.fastq.gz				
IL-CS-NS15	OAK-MOR-001011	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001011_S212_L007_R1_001.fastq.gz	OAK-MOR-001011_S212_L007_R2_001.fastq.gz				
IL-CS-NS16	OAK-MOR-001012	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001012_S262_L007_R1_001.fastq.gz	OAK-MOR-001012_S262_L007_R2_001.fastq.gz				
IL-CS-NS17	OAK-MOR-001013	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001013_S232_L007_R1_001.fastq.gz	OAK-MOR-001013_S232_L007_R2_001.fastq.gz				
IL-CS-NS18	OAK-MOR-001014	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Cook County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001014_S268_L007_R1_001.fastq.gz	OAK-MOR-001014_S268_L007_R2_001.fastq.gz				
IL-RYERSON-NS1	OAK-MOR-001015	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001015_S273_L007_R1_001.fastq.gz	OAK-MOR-001015_S273_L007_R2_001.fastq.gz				
IL-RYERSON-NS2	OAK-MOR-001016	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001016_S251_L007_R1_001.fastq.gz	OAK-MOR-001016_S251_L007_R2_001.fastq.gz				
IL-RYERSON-NS3	OAK-MOR-001017	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001017_S250_L007_R1_001.fastq.gz	OAK-MOR-001017_S250_L007_R2_001.fastq.gz				
IL-RYERSON-NS4	OAK-MOR-001018	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001018_S259_L007_R1_001.fastq.gz	OAK-MOR-001018_S259_L007_R2_001.fastq.gz				
IL-RYERSON-NS5	OAK-MOR-001019	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001019_S237_L007_R1_001.fastq.gz	OAK-MOR-001019_S237_L007_R2_001.fastq.gz				
IL-RYERSON-NS6	OAK-MOR-001020	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001020_S209_L007_R1_001.fastq.gz	OAK-MOR-001020_S209_L007_R2_001.fastq.gz				
IL-RYERSON-NS7	OAK-MOR-001021	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001021_S199_L007_R1_001.fastq.gz	OAK-MOR-001021_S199_L007_R2_001.fastq.gz				
IL-RYERSON-NS8	OAK-MOR-001022	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001022_S210_L007_R1_001.fastq.gz	OAK-MOR-001022_S210_L007_R2_001.fastq.gz				
IL-RYERSON-NS9	OAK-MOR-001023	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001023_S240_L007_R1_001.fastq.gz	OAK-MOR-001023_S240_L007_R2_001.fastq.gz				
IL-RYERSON-NS10	OAK-MOR-001024	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001024_S191_L007_R1_001.fastq.gz	OAK-MOR-001024_S191_L007_R2_001.fastq.gz				
IL-RYERSON-NS11	OAK-MOR-001025	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001025_S228_L007_R1_001.fastq.gz	OAK-MOR-001025_S228_L007_R2_001.fastq.gz				
IL-RYERSON-NS12	OAK-MOR-001026	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001026_S216_L007_R1_001.fastq.gz	OAK-MOR-001026_S216_L007_R2_001.fastq.gz				
IL-RYERSON-NS13	OAK-MOR-001027	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001027_S221_L007_R1_001.fastq.gz	OAK-MOR-001027_S221_L007_R2_001.fastq.gz				
IL-RYERSON-NS14	OAK-MOR-001064	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001064_S203_L007_R1_001.fastq.gz	OAK-MOR-001064_S203_L007_R2_001.fastq.gz				
IL-RYERSON-NS15	OAK-MOR-001065	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001065_S220_L007_R1_001.fastq.gz	OAK-MOR-001065_S220_L007_R2_001.fastq.gz				
IL-RYERSON-NS16	OAK-MOR-001066	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001066_S283_L007_R1_001.fastq.gz	OAK-MOR-001066_S283_L007_R2_001.fastq.gz				
IL-RYERSON-NS17	OAK-MOR-001067	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001067_S267_L007_R1_001.fastq.gz	OAK-MOR-001067_S267_L007_R2_001.fastq.gz				
IL-RYERSON-NS18	OAK-MOR-001068	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001068_S282_L007_R1_001.fastq.gz	OAK-MOR-001068_S282_L007_R2_001.fastq.gz				
IL-RYERSON-NS19	OAK-MOR-001069	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001069_S280_L007_R1_001.fastq.gz	OAK-MOR-001069_S280_L007_R2_001.fastq.gz				
IL-RYERSON-NS20	OAK-MOR-001070	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001070_S285_L007_R1_001.fastq.gz	OAK-MOR-001070_S285_L007_R2_001.fastq.gz				
IL-RYERSON-NS21	OAK-MOR-001071	HybSeq using Quercus custom baits of Quercus bicolor from USA:Illinois:Lake County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina HiSeq 4000	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001071_S287_L007_R1_001.fastq.gz	OAK-MOR-001071_S287_L007_R2_001.fastq.gz				
2017001	OAK-MOR-001348	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:DuPage County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001348_S52_L001_R1_001.fastq.gz	OAK-MOR-001348_S52_L001_R2_001.fastq.gz				
2017002	OAK-MOR-001349	HybSeq using Quercus custom baits of Quercus alba from USA:Illinois:DuPage County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001349_S53_L001_R1_001.fastq.gz	OAK-MOR-001349_S53_L001_R2_001.fastq.gz				
2017020	OAK-MOR-001350	HybSeq using Quercus custom baits of Quercus macrocarpa from USA:Illinois:DuPage County	Targeted-Capture	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina MiSeq	target enrichment using Quercus Hyb-Seq 2017 custom baits and genome skimming (Hyb-Seq)	fastq	OAK-MOR-001350_S54_L001_R1_001.fastq.gz	OAK-MOR-001350_S54_L001_R2_001.fastq.gz				
